,x1,x2,number
0,12.524409934632402,5.931032470988765,3.0
1,1.8111314378491703,1.1920766703603896,2.0
2,1.481021213667417,-0.4182235010257229,1.0
3,2.268883926587222,0.7562478339447127,1.0
4,-1.352032568195043,1.2050213779589942,1.0
5,-0.99261724904202,5.069365701325622,1.0
6,4.468164023653259,2.423648501381457,2.0
7,1.2157796017870093,-1.3665495451209142,1.0
8,18.22558553264197,6.443500189080101,3.0
9,-0.3669333841364222,-1.1809660247536695,1.0
10,14.321514497704142,5.624573361617981,3.0
11,16.03561113363414,5.67573712393819,3.0
