,x1,x2,number
0,0.6943928331483984,3.0135355677301536,2.0
1,1.8595347671845661,0.057711911825957696,1.0
2,1.0562732289490926,2.8640591766510672,1.0
3,4.926050789400681,3.4417283794994287,2.0
4,0.4433973370392875,1.5217324259594902,1.0
5,7.128994553914892,9.927105661343175,4.0
6,1.243573350311994,1.220467036258324,1.0
7,-1.1606554799654867,1.7922884023759056,1.0
8,-0.4082078701588472,1.284038278703506,1.0
9,6.990914275550764,9.272816701058764,4.0
10,3.7117512624367524,2.2815967347416093,2.0
11,1.0732716537156024,3.3959900828964384,1.0
12,14.173286910374504,6.7832768863270765,3.0
13,3.10104323089429,1.4460604300190885,2.0
14,0.09141736669926825,3.661264921801229,1.0
15,2.96100358556931,1.6329052785326859,2.0
16,1.0958155185614402,0.7912064686899762,1.0
17,1.0895808245175957,1.08725133887739,1.0
18,2.453287003597635,2.051834632668475,2.0
19,3.229458853117572,1.8912312609921882,1.0
20,2.6276428661125912,3.3658694932005417,2.0
21,18.59353626456518,8.69772573133995,3.0
22,0.7709103424848989,0.026514158582121805,1.0
23,0.9128981133497679,1.418541704724646,1.0
24,2.554430733979564,-0.6028215837559459,1.0
25,0.23840467672876087,2.3513565267164873,1.0
26,4.939850606320125,2.473961438713688,2.0
27,-0.5239865543643267,0.672190023365447,1.0
28,0.6173635268248954,1.555528672017945,1.0
29,1.158100975843293,1.9524826810780511,1.0
30,2.946373213404226,1.2370167087998964,1.0
31,6.413084539059736,10.754578600035858,4.0
32,-0.3800529169804765,3.0214014888754406,1.0
33,16.104063967471127,5.100965144091037,3.0
34,1.6261611219723573,3.5067414197865796,1.0
35,-0.4153439326262729,0.8027781678926147,1.0
36,1.4055540772534618,3.560146205086793,1.0
37,3.0149447459026457,0.8342796204964391,2.0
38,3.4008369207099753,2.112527824837021,2.0
39,-0.9431198767071418,-0.3948605561943346,1.0
40,0.8691126009262389,-0.7529870784944204,1.0
41,0.8419997727630906,2.150867859161417,1.0
42,1.9287687035248413,2.6466189391295387,1.0
43,6.149415759722572,3.365587785558506,2.0
44,0.17534973014819555,2.405363711078619,1.0
45,12.189427258917544,7.424197377195977,3.0
46,3.7792661366899303,2.3797855912929253,2.0
47,2.838729603281313,1.5810322932665222,2.0
48,1.0707891194839032,4.885668252276735,1.0
49,6.055614947057715,8.977553136861987,4.0
50,0.495919150482692,3.7222049120089173,1.0
51,0.7886618541254293,-0.3399678026603761,1.0
52,7.79663219680283,10.210456776800962,4.0
53,14.214281107496264,5.96014400054356,3.0
54,13.991313561653346,4.9474002396348675,3.0
55,2.6572554841705407,3.9158582701316793,2.0
56,7.156053790656761,9.729543291205545,4.0
57,5.393699164495107,2.5574588657874364,2.0
58,0.1343896900058945,1.998885735057407,1.0
59,3.1433853527780355,2.113168994474397,2.0
60,7.055689034228785,10.744468540409377,4.0
61,0.8457329355386985,1.9555029243464528,1.0
62,0.718526566306803,1.40535785536829,2.0
63,-0.02122925215185023,-0.45942667895859035,1.0
64,0.36664832677088144,2.306574132799553,1.0
65,0.3219348593943091,2.661457438930973,1.0
66,13.122214384736475,7.9085043353054,3.0
67,3.9946316350381323,0.18552503881786309,2.0
68,1.912304889181955,1.216596662209755,1.0
69,2.6712932405623473,2.274483135644547,2.0
70,0.06423259905845813,-0.12262815478620182,1.0
71,15.092709509651634,6.202480198450378,3.0
72,14.983916414315024,3.8377204739764177,3.0
73,1.7431766400938948,3.681239828771977,2.0
74,-0.5201225123136668,2.0914967312335797,2.0
75,14.486665403480172,5.1003338126354025,3.0
76,3.804026548335231,1.6249046936041749,2.0
77,0.9500019377963925,2.144964046017501,1.0
78,2.902321904677368,1.5648060736056393,2.0
79,1.2065714629986022,1.7309201795196063,2.0
80,12.020389428947292,7.868847375187452,3.0
81,7.112286061092452,10.754692140696822,4.0
82,0.13290891198700983,2.995441536243738,1.0
83,-0.2928484873489623,-0.3755371445027751,1.0
84,2.062686640153173,1.0973782658513618,1.0
85,1.0777871870831206,4.518692751837523,1.0
86,2.1448274416287463,1.136154152645617,1.0
87,3.240763089511625,1.5894066276763432,2.0
88,1.41056245796128,3.827594416093524,1.0
89,7.73626225442004,9.906564610781858,4.0
90,12.909411490948804,5.159425120085951,3.0
91,4.730542905469424,1.700790009909664,2.0
92,0.936707257848508,5.570945518385866,1.0
93,15.63475613761959,5.962073363854795,3.0
94,1.8099213906227742,2.793524104151406,2.0
95,1.3920480660317056,2.3378065515798623,2.0
96,4.116691830543944,0.8749264387122948,2.0
97,3.2084819103498794,2.406706008571833,2.0
98,1.1913800033346593,1.878566337614757,1.0
99,0.518058563869253,2.588083115036318,2.0
100,2.5881158758444105,2.883618907590042,2.0
101,2.2161544092359424,0.49867455126203364,1.0
102,16.565557166571967,4.592523062270672,3.0
103,0.946413903105053,0.9529972780449742,1.0
104,2.0047140406376855,2.393500218951241,2.0
105,1.13463859972604,1.5521424177793681,1.0
106,0.42658297212145735,2.1310419983906854,1.0
107,4.552069695926815,1.8467168139122703,2.0
108,2.315264300263694,4.877426752182242,1.0
109,-0.2826863749053945,-0.39464380518778475,1.0
110,3.216636535206465,1.4960984422875043,2.0
111,1.7378304831399993,1.3103665791453865,1.0
112,0.7566669187883222,1.4531769351938149,1.0
113,-0.07794249650497398,-0.4404390898754911,1.0
114,6.347536484424918,9.997417995104621,4.0
115,2.4603763368133595,3.290597731513133,1.0
116,6.824669197190109,10.902066516890024,4.0
117,0.4482493301681716,1.8876331492120537,1.0
118,0.2950237376548257,1.1315809561933792,2.0
119,2.146911579647627,1.5363567881086009,1.0
120,1.2065707670788448,2.3562197768387976,2.0
121,6.271988497849727,3.0288952840963637,2.0
122,1.525375147692562,4.779329649990094,1.0
123,0.29909640111022795,3.374199746565754,1.0
124,-0.2799749246122021,4.279138317513115,1.0
125,2.122064078811831,2.3072645394731013,1.0
126,14.821968996807323,6.910967482556035,3.0
127,5.485337875900084,2.4815419033107746,2.0
128,17.10973403781611,7.521243707427438,3.0
129,-0.048967976994388485,2.0247062544034904,1.0
130,7.600186750932386,8.74565274439958,4.0
131,15.802275687728043,5.727312661733494,3.0
132,-1.173011757257929,1.243772998108751,2.0
133,3.474429914032056,2.1741163657614506,1.0
134,2.304208872970646,2.9980095154595947,1.0
135,2.21729339194391,4.511768390526546,1.0
136,7.008543089901705,1.6480843488143702,2.0
137,1.2188758081378437,2.674227073392475,1.0
138,1.6002057966941399,-0.0444635757842895,1.0
139,6.899462186845396,10.3619478994405,4.0
140,3.4146927457981815,2.372607724097096,2.0
141,2.285221767605126,2.211372727828057,2.0
142,12.536114537050583,5.398888470290984,3.0
143,3.499654634814204,1.9775954572459422,2.0
144,1.3810739062078794,2.0935543209762857,1.0
145,2.648927936350752,2.4093966566375853,2.0
146,2.071803311909017,0.04715408600361837,1.0
147,3.0174707339089504,2.644191085079785,2.0
148,3.038431811274761,1.9414796227640292,2.0
149,2.6058447541324483,1.5328710870429278,1.0
150,2.371337391049543,3.128586610401263,2.0
151,5.137414405938907,0.9406877848250541,2.0
152,17.446099889434365,7.2055128425979635,3.0
153,0.6074240457938784,3.9693250500896857,1.0
154,18.44000356260388,5.359513507242182,3.0
155,1.0602728859521502,2.7404804229030444,1.0
156,0.3086727316858555,1.9447634643404221,2.0
157,2.3446930869369367,1.7709586588278015,2.0
158,6.749247995468061,10.983133923743866,4.0
159,0.7997647876826293,2.4774753137047822,1.0
160,1.6179949754278768,4.10905003585416,2.0
161,1.8696531524204927,2.116098139548901,2.0
162,13.571749623518947,5.080438580911474,3.0
163,0.3508264269400361,2.527866834228603,1.0
164,0.7609963285392921,-0.4946808177627231,1.0
165,5.987115451439996,2.051020004415572,2.0
166,13.84762971932753,4.963299450764305,3.0
167,6.600640448831765,9.133589684315899,4.0
168,7.135458067492961,9.951153126815825,4.0
169,2.7663715049132733,1.8994257822613745,1.0
170,7.0118129245455485,9.57572593792556,4.0
171,1.5564776789960484,2.3966766346983173,1.0
