,x1,x2,number
0,0.3384645309951232,0.024519864627362775,1.0
1,3.2207643967700377,2.78562130410524,1.0
2,1.2102145957229664,-1.4237341500372809,1.0
3,-0.7969833894711673,2.288272710391999,1.0
4,0.09171339440139603,2.491976141866863,1.0
5,1.1327674078718353,2.8191129742786605,1.0
6,7.236081223444144,10.810337276198648,4.0
7,2.515388861589633,3.0508601109938134,1.0
8,6.253851626530657,9.881522889224446,4.0
9,1.7363448620893691,-1.1345066444316463,1.0
10,0.4268082929046847,1.6972474241717714,1.0
11,0.3650041679081595,0.5134916553223765,1.0
12,0.45925891751238046,0.005676716018670591,1.0
13,0.12399348735982951,2.673714814537119,1.0
14,0.6871391117665828,2.6010350718235244,1.0
15,1.5089081940038462,2.0138311232339787,1.0
16,20.21875405165347,5.045117608694601,3.0
17,1.5277465278073117,1.4639334822498138,1.0
18,-0.022167512655365318,2.597100534831714,1.0
19,2.569570647639853,2.7201506434386586,2.0
20,5.115020592199423,2.593882149954383,2.0
21,1.2772306815898886,2.8444717463754885,1.0
22,3.5848562262801345,1.8323303169612535,2.0
23,4.995280001611316,2.019508748265564,2.0
24,5.606903897666777,2.4099288729445347,2.0
25,0.5397895725303963,2.181979403872826,1.0
26,-0.7692454492799179,3.0972174171510205,1.0
27,6.859591381290611,10.629634844588741,4.0
28,5.756850399850551,0.8857009776609062,2.0
29,-0.41348180962531034,1.5613012703984008,2.0
30,3.2292717905585575,0.8811569226474094,2.0
31,20.067467741966343,5.400633521172667,3.0
32,1.205045776065007,2.0526863155028128,2.0
33,1.901978695876046,2.1710356007561495,1.0
34,-0.5883202762454036,5.242929771047306,1.0
35,7.253370826237169,3.025231222790703,2.0
36,0.2384171747739524,2.5630001461335956,1.0
37,1.1064196737218857,0.4143921084004982,1.0
38,0.7705432834220561,1.0373255252732285,1.0
39,-1.2749035264165203,0.6195788847834727,1.0
40,1.3461513922349981,0.5221329273174014,1.0
41,1.3650328052857377,4.178221746546036,1.0
42,2.2297891889236237,2.6148885361875576,1.0
43,2.3435045901396725,2.924247824195203,2.0
44,6.237731482110263,9.618889653011356,4.0
45,1.7565326674082073,1.7974349161767045,2.0
46,0.5022498483976086,1.717416868932624,2.0
47,1.8833426089625736,1.5596750892294247,1.0
48,2.7809228163484487,2.41397020018365,2.0
49,6.306406216353425,10.319717408238036,4.0
50,1.390798798456223,1.6791479604685249,2.0
51,4.711554999016347,-0.34869085633849295,2.0
52,3.690405563952287,2.3255790935424585,2.0
53,1.9072582168445447,3.5538972656394927,1.0
54,0.599036218846051,0.7649141903238732,1.0
55,0.5071447259063864,3.496613110742963,2.0
56,2.4399983269746857,2.572707253880846,2.0
57,1.224556518523034,4.106780109255398,1.0
58,8.870044034506455,10.1973276842272,4.0
59,8.23959359954441,7.997189904758108,3.0
60,0.605482399438604,-0.1075980571683468,1.0
61,0.6864722171333444,2.016462720573807,2.0
62,2.072032069174699,-0.6415715514183535,1.0
63,0.16099638586374276,-0.4411881980659311,1.0
64,3.087397351866046,1.463957277543603,2.0
65,1.3733181187783114,2.3781611682432517,2.0
66,1.0165557932663263,0.6097822968837914,1.0
67,0.5620707674444712,2.3191356614194527,1.0
68,3.9256872118931856,1.8795478014029998,2.0
69,6.64407323302063,9.84987363375868,4.0
70,15.85073070290383,4.7771457927362935,3.0
71,5.733312119134743,1.2182900510317531,2.0
72,7.087069605457529,10.960290872973625,4.0
73,18.82175012532161,7.703392985616222,3.0
74,6.556218912129525,10.3762701709928,4.0
75,-0.5608825982252874,0.3241634200978032,2.0
76,1.6375688647605349,1.7356636600206174,2.0
77,16.697140301884033,6.695344831975277,3.0
78,0.2604510206551419,3.5961910913588335,1.0
79,0.873416853582445,-1.911217607003663,1.0
80,16.41746881823632,6.914199421179242,3.0
81,0.2493852557154579,-0.6824146523155679,1.0
82,-0.4210224050742126,1.048876183460913,1.0
83,-0.35608112141529835,2.251234295660904,1.0
84,0.2964636153542861,0.1741636368906736,1.0
85,4.949112486753805,3.505373280693206,2.0
86,13.045620548294641,6.851019351165974,3.0
87,0.08157147217538097,2.1209377785668213,1.0
88,2.3195043581157595,-0.3105196613126546,1.0
89,5.276192057703235,3.0380293708026818,2.0
90,6.484236533266607,9.271728618653189,4.0
91,5.573060015500552,3.481855236231209,2.0
92,2.7023003965039982,0.3853353880693615,2.0
93,8.47632836392455,10.957468930682769,4.0
94,1.7107784351110555,2.137853766741898,1.0
95,6.293777129665479,9.948211740043973,4.0
96,7.341965590023942,10.937550740970183,4.0
97,3.5154676828434037,1.0190166446726732,1.0
98,4.2653483471931315,0.7149313983636711,2.0
99,0.7188430555701122,0.5749109081648041,2.0
