,x1,x2,x3,class
0,6.487093289916691,3.78657710240756,10.777525551097257,3.0
1,4.073816738949455,2.586466965198582,7.018467623525591,3.0
2,7.161314271056056,0.12932898284084438,8.363960051502543,3.0
3,-0.8004036669143038,6.7376826453740035,7.386846741859447,2.0
4,6.2258727904536935,-3.6476709707217445,6.442339326875315,3.0
5,7.115700284956194,2.872249811421431,6.7454158823859105,3.0
6,1.8235787415753602,3.7999419065802313,3.1418547687453477,4.0
7,0.041104497775558024,5.232788195108807,4.4596993646362995,1.0
8,2.4463849949202645,1.8810328355010242,5.6719258461748145,1.0
9,1.726702842853916,-0.5713557980232817,4.65075687253449,1.0
10,4.270528615603796,2.0764552479206384,9.11652604088864,3.0
11,0.7012272226488112,4.310979389435346,6.247085548901632,2.0
12,0.8327185197487158,5.652849256530375,8.294537690115687,2.0
13,-2.04222787616592,5.0283974060851575,5.3431632799975555,2.0
14,1.7234138503222292,5.52591320999901,5.312438854395231,2.0
15,-0.203401961383757,4.364221641271608,5.421501397906788,2.0
16,0.6543317211639594,5.630960546314817,7.409415965746031,2.0
17,2.775504442162636,0.8512399603513399,4.807998859273932,1.0
18,6.895261253619223,9.080297782303944,3.7222623130580503,4.0
19,-1.3101463726766944,0.0821959796103704,4.843946302455467,1.0
20,-0.6430995285367165,6.014894366662777,-0.3255981861038362,4.0
21,3.327118811651716,5.9809215290379125,5.681791511568853,4.0
22,1.8694184549990274,2.6793287455895474,1.4391232055606833,4.0
23,-0.8641907532103503,6.772183045616214,2.28980320716372,4.0
24,2.348560405288914,1.1722172951332093,7.4118439672195535,1.0
25,-0.5529225253657364,2.566027948476095,6.662391544998244,1.0
26,1.1907718323698977,7.985164592765773,3.0142183848956057,4.0
27,10.066473338504998,3.7568814196913523,6.343726215414082,3.0
28,1.350505367814383,2.406124539208082,6.375038370444339,1.0
29,2.6242728684043852,4.243853198635776,8.484463458936906,2.0
30,0.5459961218239984,4.7109642825870175,2.390579609803711,4.0
31,1.3451954853111185,5.026314207206646,4.258786990503694,2.0
32,11.073319815227507,1.6751486477735693,6.453092706365654,3.0
33,-1.553008561482892,6.013029395795953,4.605493864210624,2.0
34,0.19161191886291906,5.755887736676221,1.947160584599819,4.0
35,-1.1101346762326645,2.7212468337653046,2.630326819940999,1.0
36,1.448898532673128,6.286255365786774,6.4508638963681815,2.0
37,-0.2022800230220838,3.9279751658398574,7.75840181354166,2.0
38,5.915241289122353,6.344554857516721,5.044640793827915,4.0
39,1.646087352734414,3.1070751044336617,4.995297434625119,2.0
40,1.3976230564072416,5.103450840911664,3.9290755455731503,1.0
41,1.8923294236396462,5.880297136324486,6.492641241908028,2.0
42,0.5022734208435894,7.733779002610162,5.863763362576088,2.0
43,1.8854239234533048,3.1231662512626888,4.490068053018716,1.0
44,1.6500120492170753,1.8570598327704915,7.422557681247847,1.0
45,0.016903622092318438,8.520683959818099,5.411963547891383,2.0
46,0.38653857920386403,0.1455265156184744,6.5498031924606375,1.0
47,0.5031977662623479,3.8626806557604576,7.237635701194735,1.0
48,4.817079816270951,3.493246835446746,8.93534853120945,3.0
49,1.9304802562359198,-1.0327747073836075,5.625841477775691,1.0
50,1.282443683647311,5.338257781580802,2.2570637667775797,4.0
51,0.09471645620021796,6.740746973439685,6.644285628807417,2.0
52,2.6047561068256644,4.826442864847565,4.992577525593806,2.0
53,8.775342537217796,0.9062350354348587,12.148759633904909,3.0
54,6.619665485419419,0.09002160549235683,5.774982305695985,3.0
55,9.95524918694358,3.422273611891206,6.379402874725243,3.0
56,4.380626114049444,4.002784807656814,6.30290895368538,3.0
57,2.15862074561808,-0.5472591606410688,6.782142117123346,1.0
58,-1.1113011865171294,5.576613805656401,0.9118373511266937,4.0
59,7.547099128735498,2.4722179755267386,11.767188110228549,3.0
60,-0.3302254255753003,0.49040848185382235,1.506015068973221,1.0
61,5.18306164365277,2.552650979507937,5.355260214732697,4.0
62,2.6621069554469052,5.701442936997814,3.3174605179419157,4.0
63,-0.2391904036340955,3.0754653902822104,6.149124380104558,2.0
64,5.197699356742987,10.901110057465715,2.5737064082153656,4.0
65,0.15650183305835685,4.850203147315967,6.960192287331365,2.0
66,3.908871658739302,1.1225305508875323,4.7219564144261925,1.0
67,1.1246694595554192,2.8599774685146,4.255849003486714,1.0
68,-0.22009111877362164,4.906966422518829,1.1042424662302035,4.0
69,3.9597131641601746,5.156153984273619,-1.9406230236959408,4.0
70,1.5351140685515952,0.8145581263788251,5.831848245661986,1.0
71,0.4487215260257771,2.8358444157890927,6.214750026948161,1.0
72,7.457548686169868,1.4978680359130663,11.27389277350554,3.0
73,-0.8533032479729799,6.665620939617161,2.484786590424735,4.0
74,-0.47593025669832745,0.6993915233732391,4.879812922753644,1.0
75,6.160119457650454,6.307436304606784,9.646116461492428,3.0
76,1.9821643343608653,4.494024632422475,5.447070556933221,2.0
77,7.66001204783519,-0.12993273334249134,11.254193498276784,3.0
